,Unnamed: 0,comment_url,comment_createdAt,comment_id,comment_viewCount,comment_lang,comment_author_createdAt,comment_location,comment_text,isComment_self__decalred__location__El_Salvador,comment_processed_text,post_url,post_actor_createdAt,post_id,post_isReply,post_inReplyToId,post_isRetweet,post_isQuote,post_viewCount,post_retweetCount,post_likeCount,post_replyCount,post_lang,actor_location,post_name,post_description,post_followers,post_verified,post_text,isActor_self__decalred__location__El_Salvador,post_processed_text,actor_affiliation,llama3_output,llama3_reason,manual labeling
1118,7101,https://x.com/EFRAIN20381507/status/1781147429959819525,1713493614.0,1.78115e+18,39.0,es,11/10/2019,,@MarceloLarin1 Aquíen.le importa lo que los perros ladren el ardor no les pasa,False,aquíenle importa lo que los perros ladren el ardor no les pasa,https://x.com/MarceloLarin1/status/1781045162510061665,1713469231.0,1.78105e+18,False,,False,False,57840.0,43.0,215.0,369.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Es muy raro que la gente que voto por Nayib y lo apoyaba a el y su partido ha empezado a suicidarse, imagenes muy fuertes donde he visto la camisa cyan en esas champas donde se han ahorcado, aunque tambien pueda ser la nueva forma en que el gobierno oculto esta acabando con la gente que tambien los critica todo es muy raro, ojala el Fiscal se ponga a investigar esto.",False,es muy raro que la gente que voto por nayib y lo apoyaba a el y su partido ha empezado a suicidarse imagenes muy fuertes donde he visto la camisa cyan en esas champas donde se han ahorcado aunque tambien pueda ser la nueva forma en que el gobierno oculto esta acabando con la gente que tambien los critica todo es muy raro ojala el fiscal se ponga a investigar esto,Media,-1.0,"The tweet expresses a negative sentiment by implying that the passion or enthusiasm of people is not affected by the noise or chaos around them, which is a critical tone towards the situation.",-1
1037,6548,https://x.com/ElCadejo84/status/1762304289811096041,1709001059.0,1.7623e+18,234.0,es,19/03/2022,,"@Vi11atoro Los q rifaron la
Mara en en la asamblea bien Gracias son un chiste dan vergüenza a todos los
Otros el crook el Charlie y otro montón an quedado en evidencia q son asopaladores  de delincuentes usted está apartando su cuarto en New York ministro la justicia no debe ser selectiva",False,los q rifaron la mara en en la asamblea bien gracias son un chiste dan vergüenza a todos los otros el crook el charlie y otro montón an quedado en evidencia q son asopaladores de delincuentes usted está apartando su cuarto en new york ministro la justicia no debe ser selectiva,https://x.com/Vi11atoro/status/1762285794952147099,1708996649.0,1.76229e+18,False,,False,True,94643.0,363.0,1755.0,172.0,es,,Gustavo Villatoro 🇸🇻,Ministro de Justicia y Seguridad Pública,66426.0,True,"Así como tienen el descaro de promover grupos terroristas de asesinos seriales, nosotros también los presentamos ante la población asumiendo el compromiso de que serán sometidos ante la #justicia.

Es triste ver de qué forma arruinan su vida y futuro dentro de la sociedad, ahora, les tocará terminar sus estudios dentro de un centro de cumplimiento de penas. 

Reiteramos el llamado a los padres, no podemos permitir que se sigan perdiendo más generaciones de salvadoreños, hablemos con nuestros hijos y advirtámosles las consecuencias de tomar estos malos caminos.",False,así como tienen el descaro de promover grupos terroristas de asesinos seriales nosotros también los presentamos ante la población asumiendo el compromiso de que serán sometidos ante la es triste ver de qué forma arruinan su vida y futuro dentro de la sociedad ahora les tocará terminar sus estudios dentro de un centro de cumplimiento de penas reiteramos el llamado a los padres no podemos permitir que se sigan perdiendo más generaciones de salvadoreños hablemos con nuestros hijos y advirtámosles las consecuencias de tomar estos malos caminos,Government,-1.0,"The tweet expresses a negative sentiment towards the individuals who supported the Mara in the assembly, calling them a 'chiste' (joke) and 'asopaladores de delincuentes' (enablers of criminals), indicating disapproval and criticism.",-1
678,4240,https://x.com/IvanHerreraMKT/status/1581372392039149569,1665863533.0,1.58137e+18,,es,24/09/2019,"San Miguel, El Salvador","@MariaLuisaHayem Hola, no han planteado la posibilidad de extender un poco la beca? 3 meses no serán suficiente para terminar la especialización que he escogido. La misma currícula menciona que está diseñada para 8 meses de estudio. Muy agradecido lo tomen en cuenta 🙏🏼 gracias x la oportunidad. https://t.co/WybeBk6LKS",True,hola no han planteado la posibilidad de extender un poco la beca 3 meses no serán suficiente para terminar la especialización que he escogido la misma currícula menciona que está diseñada para 8 meses de estudio muy agradecido lo tomen en cuenta gracias x la oportunidad,https://x.com/MariaLuisaHayem/status/1573682267133706241,1664030064.0,1.57368e+18,False,,False,False,,350.0,1258.0,50.0,es,El Salvador,María Luisa Hayem 🇸🇻,Ministra de Economía de El Salvador,41322.0,False,"Los invito aplicar a becas gratuitas para ser parte del programa Talento Tech, con el cuál podrán formarse y certificarse en habilidades digitales, gerenciales y en el idioma inglés, y así aumentar su competitividad dentro del mercado laboral. 🚀🧑‍💻🇸🇻 https://t.co/nDn0M75Wqx",True,los invito aplicar a becas gratuitas para ser parte del programa talento tech con el cuál podrán formarse y certificarse en habilidades digitales gerenciales y en el idioma inglés y así aumentar su competitividad dentro del mercado laboral,Government,0.0,"The tweet expresses a neutral sentiment, presenting a concern about the duration of a scholarship and asking for consideration, without expressing a strong positive or negative opinion.",0
100,435,https://x.com/ricardorivassv/status/1773093902578237570,1711573503.0,1.77309e+18,2753.0,es,02/10/2012,,@nayibbukele Excelente. Sin duda es una duro golpe al narcotrafico 💪🏻,False,excelente sin duda es una duro golpe al narcotrafico,https://x.com/nayibbukele/status/1773039460256477463,1711560523.0,1.77304e+18,False,,False,False,769394.0,2416.0,14065.0,719.0,es,El Salvador,Nayib Bukele,Philosopher King,6211026.0,True,"Nuestra Marina Nacional incautó una lancha a 490 Millas Náuticas al Suroeste de la Bocana el Cordoncillo, Estero de Jaltepeque.

A bordo de la lancha narcotraficante se encontraban 9 tripulantes; entre ellos, 6 ecuatorianos y 3 guatemaltecos.

Se estima que contiene aproximadamente 1.48 toneladas de cocaína, valoradas en unos 37 millones de dólares.

#PlanControlTerritorial",True,nuestra marina nacional incautó una lancha a 490 millas náuticas al suroeste de la bocana el cordoncillo estero de jaltepeque a bordo de la lancha narcotraficante se encontraban 9 tripulantes entre ellos 6 ecuatorianos y 3 guatemaltecos se estima que contiene aproximadamente 148 toneladas de cocaína valoradas en unos 37 millones de dólares,Government,1.0,"The tweet expresses a positive sentiment by using the word 'excelente' and 'dudo', which means 'without a doubt', indicating strong approval and support for the action against drug trafficking.",1
746,4649,https://x.com/Jaime88095158/status/1785083394621104252,1714432021.0,1.78508e+18,128.0,es,14/12/2022,,@suecallejas @Pancho_ES7 Cambien también esas leyes Petreas si fueron echas por viejos Corruptos y pícaros no por Dios.,False,cambien también esas leyes petreas si fueron echas por viejos corruptos y pícaros no por dios,https://x.com/suecallejas/status/1785061557413581164,1714426814.0,1.78506e+18,False,,False,False,23149.0,99.0,434.0,101.0,es,"San Salvador, El Salvador",Suecy Callejas Estrada,"Bailarina🙆🏻‍♀️,  Gestora Cultural, Abogada, Diputada VP de la Asamblea Legislativa de El Salvador.🇸",132956.0,True,"Aprobamos reformar el inciso 2do del artículo 248 de la Constitución de la República, adicionando el texto “o por la misma Asamblea Legislativa con el voto de las tres cuartas partes”.

No se dejen engañar por voces opositoras al progreso, NO SE REFORMAN las cláusulas pétreas.

Así quedará el artículo:",True,aprobamos reformar el inciso 2do del artículo 248 de la constitución de la república adicionando el texto o por la misma asamblea legislativa con el voto de las tres cuartas partes no se dejen engañar por voces opositoras al progreso no se reforman las cláusulas pétreas así quedará el artículo,,-1.0,"The tweet expresses a negative sentiment by criticizing the laws and implying that they were created by corrupt individuals, using strong language and a tone of disapproval.",-1
3,30,https://x.com/IvonneHernandSv/status/1783728303007821918,1714108942.0,1.78373e+18,3546.0,es,25/06/2013,"San Salvador, El Salvador","@nayibbukele El pueblo salvadoreño necesita que se combata el cáncer de la corrupción, siga adelante presidente @nayibbukele 👍🏻",True,el pueblo salvadoreño necesita que se combata el cáncer de la corrupción siga adelante presidente,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,-1.0,"The tweet expresses a negative sentiment towards corruption and criticizes the president's actions, indicating a desire for change and improvement.",1
1189,7731,https://x.com/MusicInMy_Soul/status/1769126416363221233,1710627581.0,1.76913e+18,1644.0,es,26/06/2012,,@MarceloLarin1 Ojalá así hubieras denunciado diariamente hace año y medio pero cuando apoyabas al gobierno no era así bien raro,False,ojalá así hubieras denunciado diariamente hace año y medio pero cuando apoyabas al gobierno no era así bien raro,https://x.com/MarceloLarin1/status/1769124519958987101,1710627128.0,1.76912e+18,False,,False,False,22165.0,25.0,165.0,110.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Me han mandado el video de un ente biológico que sale en youtube donde dice que le indigna como la gente baila en la plaza del centro, pero no le indigna que las escuelas que prometió el gobierno no las construyó ""porque el dinero noble alcanzo"" y hay escuelas que ni sanitarios tienen, eso no le indigna, tampoco le indigna que funcionarios públicos de auto recetaron pr4stamos de medio millón con fondos públicos para comprarse casas de lujos con fondos públicos, eso tampoco le indigna, pero si le indigna como bailan regenton los señores en la plaza del centro.

Esa única neurona la admiro hace un sobre esfuerzo para no morir, así que no sean tan duros con esa persona con esos sus análisis.",False,me han mandado el video de un ente biológico que sale en youtube donde dice que le indigna como la gente baila en la plaza del centro pero no le indigna que las escuelas que prometió el gobierno no las construyó porque el dinero noble alcanzo y hay escuelas que ni sanitarios tienen eso no le indigna tampoco le indigna que funcionarios públicos de auto recetaron pr4stamos de medio millón con fondos públicos para comprarse casas de lujos con fondos públicos eso tampoco le indigna pero si le indigna como bailan regenton los señores en la plaza del centro esa única neurona la admiro hace un sobre esfuerzo para no morir así que no sean tan duros con esa persona con esos sus análisis,Media,-1.0,"The tweet expresses a negative sentiment as it criticizes someone for not denouncing daily a year and a half ago, implying that they were biased towards the government, which is a negative action.",-1
192,858,https://x.com/Atlcatl1/status/1788235012191515030,1715183425.0,1.78824e+18,31.0,es,01/03/2021,,@nayibbukele bendiciones a nuestra fuerza armada @FUERZARMADASV @merino_monroy y a su comandante en jefe @nayibbukele 🙏,False,bendiciones a nuestra fuerza armada y a su comandante en jefe,https://x.com/nayibbukele/status/1788014378324754680,1715130822.0,1.78801e+18,False,,False,False,749641.0,1789.0,9798.0,370.0,es,El Salvador,Nayib Bukele,Philosopher King,6211027.0,True,"Nuestra Fuerza Armada cumple 200 años y está a punto de lograr su victoria más grande…

Our Armed Forces are celebrating their 200th anniversary and are on the verge of their greatest victory... https://t.co/X5Juq2uJh6",True,nuestra fuerza armada cumple 200 años y está a punto de lograr su victoria más grande our armed forces are celebrating their 200th anniversary and are on the verge of their greatest victory,Government,1.0,"The tweet expresses a positive sentiment by wishing blessings to the armed forces and their commander-in-chief, indicating admiration and appreciation.",1
311,1486,https://x.com/NelsonA95746280/status/1759978106486485115,1708446454.0,1.75998e+18,24.0,es,11/05/2021,,@MarceloLarin1 Q ondas marciano resentido como no ganaste tu d diputado por eso estás llorando,False,q ondas marciano resentido como no ganaste tu d diputado por eso estás llorando,https://x.com/MarceloLarin1/status/1759942551593746709,1708437977.0,1.75994e+18,False,,False,False,93253.0,162.0,921.0,871.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Madre me acaban de pasar el dato que sin FRAUDE N.I solo logró 38 diputados 🤣🤣🤣🤣.
y por eso les urgía el FRAUDE jajaja. 
y aún haciendo FRAUDE perdieron 6 diputados que palista les pegó el pueblo.

Siempre supe que estaba en el lado correcto de la historia 👏👏",False,madre me acaban de pasar el dato que sin fraude ni solo logró 38 diputados y por eso les urgía el fraude jajaja y aún haciendo fraude perdieron 6 diputados que palista les pegó el pueblo siempre supe que estaba en el lado correcto de la historia,Media,-1.0,"The tweet expresses a negative sentiment, criticizing the deputy for not winning an election and implying that they are crying due to their loss, which is a negative outcome.",-1
303,1423,https://x.com/Kevin_angel503/status/1759946070379974788,1708438816.0,1.75995e+18,236.0,es,10/09/2020,El Salvador en cualquier parte,"@MarceloLarin1 Los que le pasan los datos:
Los rectiloides de la octava dimensión XD",True,los que le pasan los datos los rectiloides de la octava dimensión xd,https://x.com/MarceloLarin1/status/1759942551593746709,1708437977.0,1.75994e+18,False,,False,False,93253.0,162.0,921.0,871.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Madre me acaban de pasar el dato que sin FRAUDE N.I solo logró 38 diputados 🤣🤣🤣🤣.
y por eso les urgía el FRAUDE jajaja. 
y aún haciendo FRAUDE perdieron 6 diputados que palista les pegó el pueblo.

Siempre supe que estaba en el lado correcto de la historia 👏👏",False,madre me acaban de pasar el dato que sin fraude ni solo logró 38 diputados y por eso les urgía el fraude jajaja y aún haciendo fraude perdieron 6 diputados que palista les pegó el pueblo siempre supe que estaba en el lado correcto de la historia,Media,0.0,"The tweet is neutral, presenting a humorous and imaginative scenario without expressing a clear positive or negative sentiment.",-1
248,1063,https://x.com/Fxxbaron/status/1777437054739128491,1712608991.0,1.77744e+18,398.0,es,07/04/2020,,@nayibbukele Alguien sabe en dónde o me puede orientar como se puede comprar los bonos ?,False,alguien sabe en dónde o me puede orientar como se puede comprar los bonos,https://x.com/nayibbukele/status/1777427641420636255,1712606747.0,1.77743e+18,False,,False,False,893766.0,1196.0,5588.0,343.0,es,El Salvador,Nayib Bukele,Philosopher King,6211031.0,True,"Hoy hemos lanzado la oferta de RE COMPRA de nuestra DEUDA EXTERNA, que tiene vencimiento desde el 2025 hasta el 2029 🇸🇻

Todos los que posean bonos de la República de El Salvador pueden acceder a esta recompra pública y voluntaria.

Más información aquí: https://t.co/LSXxN7cZjX",True,hoy hemos lanzado la oferta de re compra de nuestra deuda externa que tiene vencimiento desde el 2025 hasta el 2029 todos los que posean bonos de la república de el salvador pueden acceder a esta recompra pública y voluntaria más información aquí,Government,0.0,"The tweet is neutral, asking a question about where to buy bonds without expressing a positive or negative sentiment.",0
938,5937,https://x.com/burrombre51869/status/1767601110204948733,1710263919.0,1.7676e+18,74.0,es,19/04/2023,,"@Vi11atoro SAN ROMERO, ESTÁ HACIENDO MILAGROS Y UNO DE ELLOS ES QUE SE HAGA JUSTICIA POR TODAS AQUELLAS VÍCTIMAS QUE MURIERON INJUSTAMENTE. GRACIAS POR SU DEDICACIÓN MINISTRO. VAMOS POR BUEN CAMINO.
DIOS UNIÓN Y LIBERTAD.
🇸🇻🇸🇻🇸🇻🇸🇻❤️❤️❤️❤️🇸🇻🇸🇻🇸🇻🤣",False,san romero está haciendo milagros y uno de ellos es que se haga justicia por todas aquellas víctimas que murieron injustamente gracias por su dedicación ministro vamos por buen camino dios unión y libertad,https://x.com/Vi11atoro/status/1767373813526737223,1710209728.0,1.76737e+18,False,,False,False,137625.0,435.0,2753.0,245.0,es,,Gustavo Villatoro 🇸🇻,Ministro de Justicia y Seguridad Pública,66426.0,True,"Hemos dado otro golpe contundente a la jerarquía de estos grupos terroristas. La silla 14 de las 15 que lideraban la estructura MS13 ha sido capturada, uno de los responsables de ordenar los asesinatos de salvadoreños en marzo de 2022,  quien ahora tendrá que enfrentar la #Justicia.

Ningún pandillero escapará del brazo de la justicia, vamos a utilizar todos los recursos de los que disponemos para perseguir y capturar al último pandillero en cualquier lugar donde se escondan, en coordinación con las autoridades de México y Guatemala este criminal ha sido retornado a El Salvador.

Tras un efectivo trabajo coordinado de inteligencia, nuestra @PNCSV, en una operación combinada en suelo mexicano con las autoridades de dicho país, ubicó a Héctor Oswaldo González Pérez, alias “Cruel de Western”, ranflero de la clica Western Locos Salvatruchos.

Este terrorista está acusado en el primer juicio #PostGuerra que estamos desarrollando, como parte del caso contra 492 cabecillas de la MS13. 

Le estamos demostrando al mundo cómo se impacta al crimen organizado, si pensaron que este Estado era como los de antes, se equivocaron, tenemos sed de justicia y seguiremos destruyendo ese Estado criminal paralelo que cogobernó por décadas.

Ahora les queda un solo destino, los calabozos del #CECOT, donde pagarán por todo el daño causado a nuestra sociedad y vamos a garantizar que ninguna generación de salvadoreños tenga que lidiar con este problema en el futuro.",False,hemos dado otro golpe contundente a la jerarquía de estos grupos terroristas la silla 14 de las 15 que lideraban la estructura ms13 ha sido capturada uno de los responsables de ordenar los asesinatos de salvadoreños en marzo de 2022 quien ahora tendrá que enfrentar la ningún pandillero escapará del brazo de la justicia vamos a utilizar todos los recursos de los que disponemos para perseguir y capturar al último pandillero en cualquier lugar donde se escondan en coordinación con las autoridades de méxico y guatemala este criminal ha sido retornado a el salvador tras un efectivo trabajo coordinado de inteligencia nuestra en una operación combinada en suelo mexicano con las autoridades de dicho país ubicó a héctor oswaldo gonzález pérez alias cruel de western ranflero de la clica western locos salvatruchos este terrorista está acusado en el primer juicio que estamos desarrollando como parte del caso contra 492 cabecillas de la ms13 le estamos demostrando al mundo cómo se impacta al crimen organizado si pensaron que este estado era como los de antes se equivocaron tenemos sed de justicia y seguiremos destruyendo ese estado criminal paralelo que cogobernó por décadas ahora les queda un solo destino los calabozos del donde pagarán por todo el daño causado a nuestra sociedad y vamos a garantizar que ninguna generación de salvadoreños tenga que lidiar con este problema en el futuro,Government,1.0,"The tweet expresses gratitude and admiration for San Romero's dedication to justice, using phrases like 'haciendo milagros' and 'gracias por su dedicación', indicating a positive sentiment.",1
891,5616,https://x.com/Rafael38746241/status/1778833571060273592,1712941947.0,1.77883e+18,100.0,es,22/05/2020,,@Vi11atoro Buen trabajo y deles unos 30 años mínimo,False,buen trabajo y deles unos 30 años mínimo,https://x.com/Vi11atoro/status/1778618349162791374,1712890634.0,1.77862e+18,False,,False,False,135792.0,338.0,1959.0,283.0,es,,Gustavo Villatoro 🇸🇻,Ministro de Justicia y Seguridad Pública,66429.0,True,"¿Queriendo reclutar menores para “activar” la clica? No, señores, se equivocaron, estamos un paso adelante de esas prácticas terroristas para poder neutralizarlos.

Hemos capturado a un adulto con función de homeboy que pretendía activar la clica Vatos Locos Salvatruchos de la estructura MS13 y a 11 menores, quienes se dedicaban a realizar grafitis alusivos a la pandilla en un centro escolar, una Unidad de Salud y en el antiguo mercadito de la comunidad, esto en el departamento de Usulután.

Los detenidos son:
➡️ Oscar David Avilés Rodríguez, alias “El Malo”
➡️ Jostyn R, alias “Sombra”
➡️ Gerson N, alias “Gordo”
➡️ Dastin O, alias “Negro”
➡️ Luis A, alias “El Chele”
➡️ Anderson H, alias “Moreno”
➡️ Bryan S, alias “Monfi”
➡️ Alexis D, alias “Pelón”
➡️ Brandon M, alias “Seco”
➡️ Carlos A, alias “Extraño”
➡️ Hernán, alias “Colocho”
➡️ Melkin S, alias “Lampi”

Nuestra @PNCSV ejecuta todo un trabajo de inteligencia e investigación en el territorio para seguir combatiendo este cáncer, estamos ganando esta #GuerraContraPandillas y vamos a utilizar todos los recursos del Estado para que este mal NO sea heredado a las nuevas generaciones.",False,queriendo reclutar menores para activar la clica no señores se equivocaron estamos un paso adelante de esas prácticas terroristas para poder neutralizarlos hemos capturado a un adulto con función de homeboy que pretendía activar la clica vatos locos salvatruchos de la estructura ms13 y a 11 menores quienes se dedicaban a realizar grafitis alusivos a la pandilla en un centro escolar una unidad de salud y en el antiguo mercadito de la comunidad esto en el departamento de usulután los detenidos son oscar david avilés rodríguez alias el malo jostyn r alias sombra gerson n alias gordo dastin o alias negro luis a alias el chele anderson h alias moreno bryan s alias monfi alexis d alias pelón brandon m alias seco carlos a alias extraño hernán alias colocho melkin s alias lampi nuestra ejecuta todo un trabajo de inteligencia e investigación en el territorio para seguir combatiendo este cáncer estamos ganando esta y vamos a utilizar todos los recursos del estado para que este mal no sea heredado a las nuevas generaciones,Government,1.0,"The tweet expresses a positive sentiment by using the phrase 'buen trabajo' which means 'good work', indicating approval and appreciation for someone's efforts.",1
11,68,https://x.com/yinusHS/status/1783714873668493621,1714105740.0,1.78371e+18,285.0,es,04/05/2017,"Zumpango, México",@nayibbukele Espero que realmente lo logre y le demuestre a latinoamerica qué cuando se quiere y se ponen firmes se puede lograr lo qué sea,False,espero que realmente lo logre y le demuestre a latinoamerica qué cuando se quiere y se ponen firmes se puede lograr lo qué sea,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses a positive sentiment, as it hopes for someone's success and praises their determination to achieve their goals, showing admiration and encouragement.",0
1086,6932,https://x.com/IamLuis0190/status/1660159924234534912,1684647944.0,1.66016e+18,26.0,es,08/11/2021,El Salvador,"@FranAlabi @CSSP_SV Pase la balanza Dr. Alabi, también a los que le dieron like...",True,pase la balanza dr alabi también a los que le dieron like,https://x.com/FranAlabi/status/1660153154791456768,1684646330.0,1.66015e+18,False,,False,False,1170183.0,1311.0,8914.0,1256.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"No podemos permitir que la vida de los salvadoreños esté en manos de personas sin vocación ni compromiso, sobre todo ante emergencias.

La doctora ya ha sido retirada del hospital y de la residencia.

Así mismo, notificamos al @CSSP_SV que analice las competencias para seguir ejerciendo la medicina y esperamos una respuesta a la brevedad posible.",True,no podemos permitir que la vida de los salvadoreños esté en manos de personas sin vocación ni compromiso sobre todo ante emergencias la doctora ya ha sido retirada del hospital y de la residencia así mismo notificamos al que analice las competencias para seguir ejerciendo la medicina y esperamos una respuesta a la brevedad posible,Government,0.0,"The tweet is neutral, as it is simply stating a fact about sharing the balance of Alabi's actions with those who liked it, without expressing a positive or negative sentiment.",0
463,2865,https://x.com/caro_ceren/status/1479922078753214467,1641675893.0,1.47992e+18,,es,08/01/2022,,@ChristianDiffer A mí también me interesaría ver ese debate. Mucho por aprender! 😄,False,a mí también me interesaría ver ese debate mucho por aprender,https://x.com/ChristianDiffer/status/1479893801082802179,1641669151.0,1.47989e+18,False,,False,False,,405.0,1943.0,303.0,es,El Salvador,Christian R. Differ,🇸🇻📚,15986.0,False,"Máx Keiser ha retado a un debate de economía y #Bitcoin a Julia Evelyn de la UCA, ya que ella lo llamó ""sicario económico"" 

😬 Estaría muy interesante ese debate

La Sra Julia ha asesorado anteriores gobiernos y diputados https://t.co/LtErMNB0by",True,máx keiser ha retado a un debate de economía y a julia evelyn de la uca ya que ella lo llamó sicario económico estaría muy interesante ese debate la sra julia ha asesorado anteriores gobiernos y diputados,Media,0.0,"The tweet is neutral, as it expresses curiosity and a desire to learn, without conveying a positive or negative sentiment.",0
1402,8819,https://x.com/shapetta7240/status/1660751923375472643,1684789088.0,1.66075e+18,70.0,es,03/05/2023,,@FranAlabi Gracias Ministro! Su actuar es humilde y la aplaudo de pie👏👏👏,False,gracias ministro su actuar es humilde y la aplaudo de pie,https://x.com/FranAlabi/status/1660741726393212928,1684786657.0,1.66074e+18,False,,False,False,1281521.0,597.0,5573.0,1081.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"Pido disculpas a la población por mis declaraciones vertidas hoy en la mañana. Recibí información errónea acerca de la comunicación entre los operadores y las ambulancias ese día, donde informaban que una unidad había sido agredida.

Hemos verificado y no hemos encontrado ninguna prueba que certifique ese suceso.

Pido nuevamente disculpas ante la mala información y confirmo mi compromiso como servidor público ante la población.",True,pido disculpas a la población por mis declaraciones vertidas hoy en la mañana recibí información errónea acerca de la comunicación entre los operadores y las ambulancias ese día donde informaban que una unidad había sido agredida hemos verificado y no hemos encontrado ninguna prueba que certifique ese suceso pido nuevamente disculpas ante la mala información y confirmo mi compromiso como servidor público ante la población,Government,1.0,"The tweet expresses gratitude and admiration for the minister's humble behavior, using the phrase 'de pie' to emphasize the applause, indicating a strong positive sentiment.",1
1394,8781,https://x.com/justiciero8496/status/1660750852439658497,1684788833.0,1.66075e+18,87.0,es,25/11/2017,,@FranAlabi @MOISESURBINA creo que le interesa este tweet ?,False,creo que le interesa este tweet,https://x.com/FranAlabi/status/1660741726393212928,1684786657.0,1.66074e+18,False,,False,False,1281521.0,597.0,5573.0,1081.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"Pido disculpas a la población por mis declaraciones vertidas hoy en la mañana. Recibí información errónea acerca de la comunicación entre los operadores y las ambulancias ese día, donde informaban que una unidad había sido agredida.

Hemos verificado y no hemos encontrado ninguna prueba que certifique ese suceso.

Pido nuevamente disculpas ante la mala información y confirmo mi compromiso como servidor público ante la población.",True,pido disculpas a la población por mis declaraciones vertidas hoy en la mañana recibí información errónea acerca de la comunicación entre los operadores y las ambulancias ese día donde informaban que una unidad había sido agredida hemos verificado y no hemos encontrado ninguna prueba que certifique ese suceso pido nuevamente disculpas ante la mala información y confirmo mi compromiso como servidor público ante la población,Government,0.0,"The tweet is neutral as it simply states a fact about someone being interested in the tweet, without expressing a positive or negative sentiment.",0
1143,7304,https://x.com/robertrujilio/status/1761810284828586227,1708883279.0,1.76181e+18,8.0,es,29/01/2018,El Salvador,@MarceloLarin1 Coherente.... entonces es incoherente viniendo de tu opinión,True,coherente entonces es incoherente viniendo de tu opinión,https://x.com/MarceloLarin1/status/1761488482059403300,1708806555.0,1.76149e+18,False,,False,False,18552.0,28.0,197.0,222.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Hasta hoy la mujer más coherente que he visto es a Claudia Ortiz, porque los demás incluso la que batió record en acumular votos de pandilleros de Nuevas Ideas, no aporta ideas ni argumentos la mujer de mulato más perdida que la muchacha de los tamales de oro.",False,hasta hoy la mujer más coherente que he visto es a claudia ortiz porque los demás incluso la que batió record en acumular votos de pandilleros de nuevas ideas no aporta ideas ni argumentos la mujer de mulato más perdida que la muchacha de los tamales de oro,Media,-1.0,"The tweet expresses a negative sentiment by criticizing someone's opinion, implying that it is inconsistent and contradictory, which is a negative evaluation.",-1
366,2179,https://x.com/wildcat501/status/1774313607049945162,1711864303.0,1.77431e+18,3.0,es,28/01/2010,El salvador,@MarceloLarin1 Y cuando van a meter preso!! A este demente ?,False,y cuando van a meter preso a este demente,https://x.com/MarceloLarin1/status/1774118316648599645,1711817742.0,1.77412e+18,False,,False,False,11021.0,61.0,126.0,94.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,SE DESTAPA LA CORRUPCION DEL GOB DE NAYIB Y COMPRA DE YOUTUBERS Y PLAZAS PARA FAMILIARES DE TUITEROS https://t.co/KXzdC8mXkq,False,se destapa la corrupcion del gob de nayib y compra de youtubers y plazas para familiares de tuiteros,Media,-1.0,"The tweet expresses strong criticism and disapproval towards someone, using the term 'demente' which is a strong negative adjective, indicating a negative sentiment.",-1
